Key,Bestiary Index,First Monster,Second Monster,Fusion Name,Basis for Type,Attack Kind,Physicality,Target,Base Power,Status Type,Status Effect
Grampus_Lobstacle,8593,Grampus,Lobstacle,Grampstacle,Second,Meteor,Ranged,Team,112,Debuff Target,Speed Down
Grampus_Macabra,8608,Grampus,Macabra,Grampcabra,First,Shards,Ranged,Team,150,Buff Self,AP Boost
Grampus_Majortom,-1,Grampus,Majortom,Gramptom,First,Smash,Melee,Team,150,Buff Self,Parry Stance
Grampus_Malchemy,8595,Grampus,Malchemy,Grampchemy,Second,Bomb,Ranged,Team,112,Debuff Target,Unitarget
Grampus_Manispear,8615,Grampus,Manispear,Grampspear,Second,Fist,Melee,Team,150,Buff Self,Mind-Meld
Grampus_Mardiusa,8589,Grampus,Mardiusa,Grampdiusa,Second,Meteor,Ranged,Team,112,Debuff Target,Bomb
Grampus_Mascotorn,8661,Grampus,Mascotorn,Gramptorn,Second,Arrow,Ranged,Single,200,Debuff Target,Accuracy Down
Grampus_Mascotoy,8660,Grampus,Mascotoy,Gramptoy,Second,Beam,Ranged,Single,200,Buff Self,AP Boost
Grampus_Masquerattle,8587,Grampus,Masquerattle,Gramprattle,Second,Blast,Melee,Single,200,Buff Self,Multitarget
Grampus_Miasmodeus,8596,Grampus,Miasmodeus,Grampmodeus,First,Spikes,Ranged,Single,200,Debuff Target,Berserk
Grampus_Minortom,-1,Grampus,Minortom,Gramptom,First,Fist,Melee,Team,112,Debuff Target,AP Drain
Grampus_Minosteam,-1,Grampus,Minosteam,Grampsteam,Second,Sword,Melee,Single,200,Debuff Target,Unitarget
Grampus_Miss Mimic,8699,Grampus,Miss Mimic,Grampmimic,First,Arrow,Ranged,Single,200,Buff Self,Parry Stance
Grampus_Mothmanic,8612,Grampus,Mothmanic,Grampmanic,Second,Arrow,Ranged,Single,200,Debuff Target,Melee Attack Down
Grampus_Muskrateer,8641,Grampus,Muskrateer,Gramprateer,First,Arrow,Ranged,Single,200,Buff Self,Accuracy Up
Grampus_Nevermort,8627,Grampus,Nevermort,Grampmort,Second,Sword,Melee,Single,200,Debuff Target,Melee Defence Down
Grampus_Padpole,8643,Grampus,Padpole,Gramppole,Second,Spikes,Ranged,Single,200,Debuff Target,AP Drain
Grampus_Palangolin,8616,Grampus,Palangolin,Grampgolin,Second,Bomb,Ranged,Team,112,Debuff Target,Petrified
Grampus_Pawndead,8672,Grampus,Pawndead,Grampdead,Second,Smash,Melee,Team,150,Buff Self,Speed Up
Grampus_Picksie,8708,Grampus,Picksie,Grampsie,Second,Sword,Melee,Single,200,Debuff Target,Flinched
Grampus_Pinbolt,8701,Grampus,Pinbolt,Grampbolt,Second,Wheel,Melee,Team,112,Debuff Target,Leeched
Grampus_Plasmantler,8652,Grampus,Plasmantler,Grampmantler,First,Spikes,Ranged,Single,200,Debuff Target,Melee Defence Down
Grampus_Pombomb,8684,Grampus,Pombomb,Grampbomb,First,Wheel,Melee,Team,150,Buff Self,Ranged Defence Up
Grampus_Pondwalker,8682,Grampus,Pondwalker,Grampwalker,Second,Blast,Melee,Single,200,Debuff Target,Leeched
Grampus_Puppercut,8619,Grampus,Puppercut,Grampcut,Second,Beam,Ranged,Single,200,Buff Self,Evasion Up
Grampus_Pyromeleon,8640,Grampus,Pyromeleon,Grampmeleon,First,Smash,Melee,Team,112,Debuff Target,Berserk
Grampus_Queenyx,8675,Grampus,Queenyx,Grampnyx,First,Axe,Melee,Single,200,Debuff Target,AP Drain
Grampus_Ramtasm,8601,Grampus,Ramtasm,Gramptasm,Second,Beam,Ranged,Single,200,Buff Self,AP Boost
Grampus_Ratcousel,8642,Grampus,Ratcousel,Grampcousel,First,Spikes,Ranged,Single,200,Debuff Target,Shrapnel
Grampus_Regensea,8668,Grampus,Regensea,Grampsea,Second,Arrow,Ranged,Single,200,Debuff Target,Berserk
Grampus_Ripterra,8583,Grampus,Ripterra,Grampterra,First,Shards,Ranged,Team,112,Debuff Target,Confused
Grampus_Robindam,8630,Grampus,Robindam,Grampdam,Second,Bomb,Ranged,Team,150,Buff Self,Melee Defence Up
Grampus_Rockertrice,8681,Grampus,Rockertrice,Gramptrice,Second,Fist,Melee,Team,112,Debuff Target,Shrapnel
Grampus_Rosehood,-1,Grampus,Rosehood,Gramphood,First,Axe,Melee,Single,200,Debuff Target,AP Drain
Grampus_Salamagus,8639,Grampus,Salamagus,Grampmagus,Second,Arrow,Ranged,Single,200,Debuff Target,Ranged Attack Down
Grampus_Sanzatime,8637,Grampus,Sanzatime,Gramptime,First,Blast,Melee,Single,200,Buff Self,Contact Dmg
Grampus_Scampire,8585,Grampus,Scampire,Gramppire,Second,Shards,Ranged,Team,112,Debuff Target,Melee Attack Down
Grampus_Scarleteeth,-1,Grampus,Scarleteeth,Grampteeth,Second,Blast,Melee,Single,200,Buff Self,Ranged Defence Up
Grampus_Scubalrus,8626,Grampus,Scubalrus,Grampbalrus,First,Blast,Melee,Single,200,Buff Self,Healing Leaf
Grampus_Sharktanker,8683,Grampus,Sharktanker,Gramptanker,First,Axe,Melee,Single,200,Debuff Target,Poisoned
Grampus_Shining Kuneko,8691,Grampus,Shining Kuneko,Gramp-kuneko,First,Blast,Melee,Single,200,Buff Self,Locked On
Grampus_Sirenade,8604,Grampus,Sirenade,Grampnade,First,Arrow,Ranged,Single,200,Buff Self,AP Boost
Grampus_Skelevangelist,8673,Grampus,Skelevangelist,Grampvangelist,Second,Beam,Ranged,Single,200,Debuff Target,Melee Defence Down
Grampus_Smogmagog,8677,Grampus,Smogmagog,Grampmagog,First,Fist,Melee,Team,112,Debuff Target,Speed Down
Grampus_Snoopin,8584,Grampus,Snoopin,Gramppin,First,Spikes,Ranged,Single,200,Buff Self,Mind-Meld
Grampus_Southpaw,8620,Grampus,Southpaw,Gramppaw,First,Shards,Ranged,Team,112,Debuff Target,Ranged Attack Down
Grampus_Sparktan,8688,Grampus,Sparktan,Gramptan,Second,Arrow,Ranged,Single,200,Debuff Target,Sleep
Grampus_Spirouette,8667,Grampus,Spirouette,Grampette,Second,Wheel,Melee,Team,112,Debuff Target,Berserk
Grampus_Spitzfyre,8685,Grampus,Spitzfyre,Grampfyre,Second,Shards,Ranged,Team,112,Debuff Target,Confused
Grampus_Spooki-onna,8695,Grampus,Spooki-onna,Gramp-onna,First,Smash,Melee,Team,112,Debuff Target,Resonance
Grampus_Springheel,8581,Grampus,Springheel,Grampheel,First,Arrow,Ranged,Single,200,Buff Self,Cottoned On
Grampus_Squirey,8614,Grampus,Squirey,Gramprey,Second,Smash,Melee,Team,112,Debuff Target,Accuracy Down
Grampus_Stardigrade,8658,Grampus,Stardigrade,Grampgrade,First,Wheel,Melee,Team,150,Buff Self,Ranged Attack Up
Grampus_Terracooka,8656,Grampus,Terracooka,Grampcooka,Second,Smash,Melee,Team,112,Debuff Target,Leeched
Grampus_Thwackalope,8631,Grampus,Thwackalope,Gramplope,Second,Sword,Melee,Single,200,Buff Self,Multistrike
Grampus_Tokusect,8613,Grampus,Tokusect,Grampsect,Second,Spikes,Ranged,Single,200,Debuff Target,Shrapnel
Grampus_Traffikrab,8591,Grampus,Traffikrab,Grampkrab,Second,Wheel,Melee,Team,150,Buff Self,Healing Leaf
Grampus_Trapwurm,8704,Grampus,Trapwurm,Grampwurm,First,Bomb,Ranged,Team,112,Debuff Target,Ranged Defence Down
Grampus_Triphinx,8634,Grampus,Triphinx,Grampphinx,First,Fist,Melee,Team,150,Buff Self,Multitarget
Grampus_Twirligig,8664,Grampus,Twirligig,Grampgig,First,Wheel,Melee,Team,112,Debuff Target,Leeched
Grampus_Umbrahella,-1,Grampus,Umbrahella,Gramphella,Second,Meteor,Ranged,Team,112,Debuff Target,Shrapnel
Grampus_Undyin,8694,Grampus,Undyin,Grampdyin,First,Meteor,Ranged,Team,112,Debuff Target,Bomb
Grampus_Velocirifle,8622,Grampus,Velocirifle,Gramprifle,Second,Axe,Melee,Single,200,Debuff Target,Glass Bonds
Grampus_Vendemon,8597,Grampus,Vendemon,Grampdemon,Second,Sword,Melee,Single,200,Buff Self,Cottoned On
Grampus_Weevilite,8592,Grampus,Weevilite,Gramplite,First,Bomb,Ranged,Team,112,Debuff Target,Conductive
Grampus_Wingloom,8611,Grampus,Wingloom,Grampgloom,First,Meteor,Ranged,Team,150,Buff Self,AP Boost
Grampus_Wooltergeist,8600,Grampus,Wooltergeist,Gramptergeist,First,Fist,Melee,Team,112,Debuff Target,Unitarget
Grampus_Wyrmaw,8705,Grampus,Wyrmaw,Grampmaw,First,Axe,Melee,Single,200,Debuff Target,Sleep
Grampus_Zeustrike,8689,Grampus,Zeustrike,Grampstrike,Second,Fist,Melee,Team,112,Debuff Target,Conductive
Grampus_Zombleat,8602,Grampus,Zombleat,Grampbleat,First,Fist,Melee,Team,112,Debuff Target,Petrified
Grampus_Magikrab,8580,Grampus,Magikrab,Grampkrab,Second,Axe,Melee,Single,200,Debuff Target,Melee Attack Down
Gumbaal_Adeptile,2333,Gumbaal,Adeptile,Gumtile,Second,Bomb,Ranged,Team,150,Buff Self,Multistrike
Gumbaal_Aeroboros,2220,Gumbaal,Aeroboros,Gumboros,First,Spikes,Ranged,Single,200,Debuff Target,Sleep
Gumbaal_Allseer,2262,Gumbaal,Allseer,Gumseer,First,Smash,Melee,Team,150,Buff Self,Multitarget
Gumbaal_Amphare,-1,Gumbaal,Amphare,Gumhare,Second,Shards,Ranged,Team,150,Buff Self,Healing Steam
Gumbaal_Anathema,2330,Gumbaal,Anathema,Gumthema,First,Bomb,Ranged,Team,150,Buff Self,Evasion Up
Gumbaal_Apocrowlypse,2258,Gumbaal,Apocrowlypse,Gumcrowlypse,Second,Meteor,Ranged,Team,112,Debuff Target,Ranged Attack Down
Gumbaal_Arkidd,2323,Gumbaal,Arkidd,Gumkidd,First,Wheel,Melee,Team,112,Debuff Target,Speed Down
Gumbaal_Artillerex,2253,Gumbaal,Artillerex,Gumrex,First,Axe,Melee,Single,200,Buff Self,AP Boost
Gumbaal_Auriclaw,2337,Gumbaal,Auriclaw,Gumclaw,Second,Blast,Melee,Single,200,Debuff Target,Berserk
Gumbaal_Averevoir,2327,Gumbaal,Averevoir,Gumrevoir,First,Arrow,Ranged,Single,200,Debuff Target,Ranged Attack Down
Gumbaal_Bansheep,2229,Gumbaal,Bansheep,Gumsheep,Second,Wheel,Melee,Team,112,Debuff Target,Shrapnel
Gumbaal_Beanstalker,2300,Gumbaal,Beanstalker,Gumstalker,Second,Axe,Melee,Single,200,Debuff Target,Shrapnel
Gumbaal_Pawper,2339,Gumbaal,Pawper,Gumper,Second,Shards,Ranged,Team,112,Debuff Target,Berserk
Gumbaal_Pawprince,2340,Gumbaal,Pawprince,Gumprince,First,Arrow,Ranged,Single,200,Debuff Target,Conductive
Gumbaal_Binterloper,2293,Gumbaal,Binterloper,Gumloper,Second,Meteor,Ranged,Team,112,Debuff Target,Bomb
Gumbaal_Binvader,2292,Gumbaal,Binvader,Gumvader,Second,Fist,Melee,Team,150,Buff Self,Ranged Attack Up
Gumbaal_Blossomaw,2237,Gumbaal,Blossomaw,Gummaw,First,Beam,Ranged,Single,200,Buff Self,Cottoned On
Gumbaal_Blunderbusk,-1,Gumbaal,Blunderbusk,Gumbusk,First,Axe,Melee,Single,200,Buff Self,Healing Leaf
Gumbaal_Boltam,2281,Gumbaal,Boltam,Gumtam,First,Axe,Melee,Single,200,Debuff Target,Glass Bonds
Gumbaal_Braxsuit,2265,Gumbaal,Braxsuit,Gumsuit,First,Axe,Melee,Single,200,Buff Self,Evasion Up
Gumbaal_Brushroom,2279,Gumbaal,Brushroom,Gumroom,First,Wheel,Melee,Team,150,Buff Self,Speed Up
Gumbaal_Bulletino,2251,Gumbaal,Bulletino,Gumtino,Second,Arrow,Ranged,Single,200,Buff Self,Healing Leaf
Gumbaal_Burnace,2306,Gumbaal,Burnace,Gumace,Second,Sword,Melee,Single,200,Buff Self,Locked On
Gumbaal_Busheye,2283,Gumbaal,Busheye,Gumsheye,First,Spikes,Ranged,Single,200,Buff Self,Mind-Meld
Gumbaal_Candevil,2224,Gumbaal,Candevil,Gumdevil,Second,Shards,Ranged,Team,150,Buff Self,Melee Defence Up
Gumbaal_Capricorpse,2233,Gumbaal,Capricorpse,Gumcorpse,Second,Bomb,Ranged,Team,112,Debuff Target,AP Drain
Gumbaal_Carniviper,2216,Gumbaal,Carniviper,Gumviper,First,Spikes,Ranged,Single,200,Debuff Target,Conductive
Gumbaal_Cat-5,2248,Gumbaal,Cat-5,Gum-5,First,Shards,Ranged,Team,112,Debuff Target,Melee Attack Down
Gumbaal_Charlequin,-1,Gumbaal,Charlequin,Gumquin,First,Smash,Melee,Team,150,Buff Self,Multistrike
Gumbaal_Clocksley,2259,Gumbaal,Clocksley,Gumsley,Second,Sword,Melee,Single,200,Debuff Target,Flinched
Gumbaal_Cluckabilly,2310,Gumbaal,Cluckabilly,Gumbilly,Second,Wheel,Melee,Team,150,Buff Self,Speed Up
Gumbaal_Coaldron,2287,Gumbaal,Coaldron,Gumdron,First,Smash,Melee,Team,150,Buff Self,Speed Up
Gumbaal_Cryoshear,2317,Gumbaal,Cryoshear,Gumshear,First,Sword,Melee,Single,200,Buff Self,Contact Dmg
Gumbaal_Dandylion,2236,Gumbaal,Dandylion,Gumlion,Second,Axe,Melee,Single,200,Debuff Target,Conductive
Gumbaal_Decibelle,2235,Gumbaal,Decibelle,Gumbelle,Second,Sword,Melee,Single,200,Debuff Target,Berserk
Gumbaal_Diveal,2255,Gumbaal,Diveal,Gumveal,First,Axe,Melee,Single,200,Buff Self,Evasion Up
Gumbaal_Diveberg,2332,Gumbaal,Diveberg,Gumberg,First,Bomb,Ranged,Team,112,Debuff Target,Petrified
Gumbaal_Djinn Entonic,2322,Gumbaal,Djinn Entonic,Gumentonic,First,Beam,Ranged,Single,200,Debuff Target,Poisoned
Gumbaal_Dominoth,2240,Gumbaal,Dominoth,Gumnoth,Second,Beam,Ranged,Single,200,Buff Self,Multitarget
Gumbaal_Draculeaf,2301,Gumbaal,Draculeaf,Gumleaf,First,Bomb,Ranged,Team,150,Buff Self,Multitarget
Gumbaal_Elfless,2276,Gumbaal,Elfless,Gumless,Second,Blast,Melee,Single,200,Buff Self,Speed Up
Gumbaal_Faerious,2278,Gumbaal,Faerious,Gumrious,Second,Shards,Ranged,Team,150,Buff Self,Healing Leaf
Gumbaal_Faucetear,2308,Gumbaal,Faucetear,Gumtear,First,Axe,Melee,Single,200,Debuff Target,Confused
Gumbaal_Ferriclaw,2336,Gumbaal,Ferriclaw,Gumclaw,Second,Shards,Ranged,Team,150,Buff Self,Contact Dmg
Gumbaal_Flapwoods,2266,Gumbaal,Flapwoods,Gumwoods,First,Axe,Melee,Single,200,Buff Self,Melee Defence Up
Gumbaal_Folklord,2239,Gumbaal,Folklord,Gumlord,Second,Meteor,Ranged,Team,112,Debuff Target,Evasion Down
Gumbaal_Fortiwinx,2268,Gumbaal,Fortiwinx,Gumwinx,First,Blast,Melee,Single,200,Buff Self,Ranged Attack Up
Gumbaal_Fountess,2309,Gumbaal,Fountess,Gumtess,Second,Meteor,Ranged,Team,150,Buff Self,Parry Stance
Gumbaal_Fragliacci,-1,Gumbaal,Fragliacci,Gumliacci,First,Smash,Melee,Team,112,Debuff Target,Conductive
Gumbaal_Frillypad,2274,Gumbaal,Frillypad,Gumpad,First,Beam,Ranged,Single,200,Debuff Target,Speed Down
Gumbaal_Fungogh,2280,Gumbaal,Fungogh,Gumgogh,First,Wheel,Melee,Team,112,Debuff Target,Confused
Gumbaal_Galagor,2289,Gumbaal,Galagor,Gumgor,First,Blast,Melee,Single,200,Debuff Target,AP Drain
Gumbaal_Gearyu,2254,Gumbaal,Gearyu,Gumryu,Second,Wheel,Melee,Team,150,Buff Self,Mind-Meld
Gumbaal_Glaistain,2328,Gumbaal,Glaistain,Gumstain,First,Smash,Melee,Team,112,Debuff Target,Resonance
Gumbaal_Grampus,2277,Gumbaal,Grampus,Gumpus,First,Fist,Melee,Team,112,Debuff Target,Resonance
Gumbaal_Gumbaal,2228,Gumbaal,Gumbaal,Super Gumbaal,Second,Blast,Melee,Single,200,Debuff Target,Ranged Attack Down
Gumbaal_Hauntome,-1,Gumbaal,Hauntome,Gumtome,First,Meteor,Ranged,Team,150,Buff Self,Locked On
Gumbaal_Hedgeherne,2285,Gumbaal,Hedgeherne,Gumherne,First,Sword,Melee,Single,200,Debuff Target,Burned
Gumbaal_Hopskin,2212,Gumbaal,Hopskin,Gumskin,First,Sword,Melee,Single,200,Buff Self,Healing Steam
Gumbaal_Huntorch,2284,Gumbaal,Huntorch,Gumtorch,Second,Arrow,Ranged,Single,200,Buff Self,Ranged Attack Up
Gumbaal_Icepeck,2316,Gumbaal,Icepeck,Gumpeck,Second,Bomb,Ranged,Team,150,Buff Self,Melee Attack Up
Gumbaal_Jellyton,2296,Gumbaal,Jellyton,Gumton,First,Smash,Melee,Team,112,Debuff Target,Confused
Gumbaal_Jormungold,2218,Gumbaal,Jormungold,Gumgold,Second,Sword,Melee,Single,200,Buff Self,Multistrike
Gumbaal_Jumpkin,2299,Gumbaal,Jumpkin,Gumkin,First,Fist,Melee,Team,150,Buff Self,Accuracy Up
Gumbaal_Khepri,2326,Gumbaal,Khepri,Gumpri,First,Smash,Melee,Team,150,Buff Self,Cottoned On
Gumbaal_Khufo,2263,Gumbaal,Khufo,Gumfo,Second,Meteor,Ranged,Team,112,Debuff Target,Ranged Defence Down
Gumbaal_Kingrave,2304,Gumbaal,Kingrave,Gumgrave,First,Blast,Melee,Single,200,Debuff Target,Unitarget
Gumbaal_Kirikuri,2295,Gumbaal,Kirikuri,Gumkuri,Second,Shards,Ranged,Team,112,Debuff Target,Confused
Gumbaal_Kittelly,2247,Gumbaal,Kittelly,Gumtelly,Second,Shards,Ranged,Team,150,Buff Self,Contact Dmg
Gumbaal_Kuneko,2320,Gumbaal,Kuneko,Gumneko,Second,Spikes,Ranged,Single,200,Buff Self,Speed Up
Gumbaal_Lapacitor,-1,Gumbaal,Lapacitor,Gumpacitor,Second,Fist,Melee,Team,150,Buff Self,Healing Leaf
Gumbaal_Liligator,2275,Gumbaal,Liligator,Gumgator,First,Shards,Ranged,Team,150,Buff Self,Parry Stance
Gumbaal_Littlered,-1,Gumbaal,Littlered,Gumred,Second,Beam,Ranged,Single,200,Buff Self,Cottoned On
Gumbaal_Lobstacle,2223,Gumbaal,Lobstacle,Gumstacle,Second,Bomb,Ranged,Team,150,Buff Self,Contact Dmg
Gumbaal_Macabra,2238,Gumbaal,Macabra,Gumcabra,First,Blast,Melee,Single,200,Buff Self,Multitarget
Gumbaal_Majortom,-1,Gumbaal,Majortom,Gumtom,First,Blast,Melee,Single,200,Buff Self,Multitarget
Gumbaal_Malchemy,2225,Gumbaal,Malchemy,Gumchemy,First,Wheel,Melee,Team,112,Debuff Target,Speed Down
Gumbaal_Manispear,2245,Gumbaal,Manispear,Gumspear,First,Smash,Melee,Team,150,Buff Self,Melee Defence Up
Gumbaal_Mardiusa,2219,Gumbaal,Mardiusa,Gumdiusa,Second,Sword,Melee,Single,200,Buff Self,Cottoned On
Gumbaal_Mascotorn,2291,Gumbaal,Mascotorn,Gumtorn,First,Blast,Melee,Single,200,Buff Self,Melee Defence Up
Gumbaal_Mascotoy,2290,Gumbaal,Mascotoy,Gumtoy,First,Spikes,Ranged,Single,200,Buff Self,Multistrike
Gumbaal_Masquerattle,2217,Gumbaal,Masquerattle,Gumrattle,First,Wheel,Melee,Team,150,Buff Self,AP Boost
Gumbaal_Miasmodeus,2226,Gumbaal,Miasmodeus,Gummodeus,Second,Fist,Melee,Team,112,Debuff Target,Leeched
Gumbaal_Minortom,-1,Gumbaal,Minortom,Gumtom,First,Wheel,Melee,Team,112,Debuff Target,Glass Bonds
Gumbaal_Minosteam,-1,Gumbaal,Minosteam,Gumsteam,Second,Meteor,Ranged,Team,150,Buff Self,Locked On
Gumbaal_Miss Mimic,2329,Gumbaal,Miss Mimic,Gummimic,First,Smash,Melee,Team,112,Debuff Target,Unitarget
Gumbaal_Mothmanic,2242,Gumbaal,Mothmanic,Gummanic,First,Fist,Melee,Team,150,Buff Self,Speed Up
Gumbaal_Muskrateer,2271,Gumbaal,Muskrateer,Gumrateer,First,Arrow,Ranged,Single,200,Debuff Target,Resonance
Gumbaal_Nevermort,2257,Gumbaal,Nevermort,Gummort,Second,Meteor,Ranged,Team,150,Buff Self,Contact Dmg
Gumbaal_Padpole,2273,Gumbaal,Padpole,Gumpole,Second,Axe,Melee,Single,200,Debuff Target,Resonance
Gumbaal_Palangolin,2246,Gumbaal,Palangolin,Gumgolin,First,Smash,Melee,Team,112,Debuff Target,Speed Down
Gumbaal_Pawndead,2302,Gumbaal,Pawndead,Gumdead,Second,Blast,Melee,Single,200,Debuff Target,Speed Down
Gumbaal_Picksie,2338,Gumbaal,Picksie,Gumsie,Second,Wheel,Melee,Team,150,Buff Self,Healing Steam
Gumbaal_Pinbolt,2331,Gumbaal,Pinbolt,Gumbolt,First,Shards,Ranged,Team,150,Buff Self,Multitarget
Gumbaal_Plasmantler,2282,Gumbaal,Plasmantler,Gummantler,Second,Smash,Melee,Team,150,Buff Self,Contact Dmg
Gumbaal_Pombomb,2314,Gumbaal,Pombomb,Gumbomb,Second,Fist,Melee,Team,112,Debuff Target,Shrapnel
Gumbaal_Pondwalker,2312,Gumbaal,Pondwalker,Gumwalker,Second,Bomb,Ranged,Team,150,Buff Self,Evasion Up
Gumbaal_Puppercut,2249,Gumbaal,Puppercut,Gumcut,Second,Smash,Melee,Team,150,Buff Self,Healing Steam
Gumbaal_Pyromeleon,2270,Gumbaal,Pyromeleon,Gummeleon,First,Shards,Ranged,Team,150,Buff Self,Parry Stance
Gumbaal_Queenyx,2305,Gumbaal,Queenyx,Gumnyx,Second,Meteor,Ranged,Team,112,Debuff Target,Leeched
Gumbaal_Ramtasm,2231,Gumbaal,Ramtasm,Gumtasm,First,Arrow,Ranged,Single,200,Buff Self,Healing Steam
Gumbaal_Ratcousel,2272,Gumbaal,Ratcousel,Gumcousel,First,Bomb,Ranged,Team,112,Debuff Target,Speed Down
Gumbaal_Regensea,2298,Gumbaal,Regensea,Gumsea,First,Smash,Melee,Team,112,Debuff Target,AP Drain
Gumbaal_Ripterra,2213,Gumbaal,Ripterra,Gumterra,Second,Sword,Melee,Single,200,Buff Self,AP Boost
Gumbaal_Robindam,2260,Gumbaal,Robindam,Gumdam,Second,Spikes,Ranged,Single,200,Debuff Target,Leeched
Gumbaal_Rockertrice,2311,Gumbaal,Rockertrice,Gumtrice,First,Blast,Melee,Single,200,Buff Self,Melee Attack Up
Gumbaal_Rosehood,-1,Gumbaal,Rosehood,Gumhood,Second,Wheel,Melee,Team,112,Debuff Target,Berserk
Gumbaal_Salamagus,2269,Gumbaal,Salamagus,Gummagus,First,Bomb,Ranged,Team,150,Buff Self,Locked On
Gumbaal_Sanzatime,2267,Gumbaal,Sanzatime,Gumtime,First,Wheel,Melee,Team,150,Buff Self,Mind-Meld
Gumbaal_Scampire,2215,Gumbaal,Scampire,Gumpire,First,Fist,Melee,Team,150,Buff Self,AP Boost
Gumbaal_Scarleteeth,-1,Gumbaal,Scarleteeth,Gumteeth,First,Shards,Ranged,Team,150,Buff Self,Multitarget
Gumbaal_Scubalrus,2256,Gumbaal,Scubalrus,Gumbalrus,Second,Arrow,Ranged,Single,200,Buff Self,Melee Attack Up
Gumbaal_Sharktanker,2313,Gumbaal,Sharktanker,Gumtanker,First,Sword,Melee,Single,200,Debuff Target,Resonance
Gumbaal_Shining Kuneko,2321,Gumbaal,Shining Kuneko,Gum-kuneko,First,Bomb,Ranged,Team,112,Debuff Target,Melee Defence Down
Gumbaal_Sirenade,2234,Gumbaal,Sirenade,Gumnade,Second,Beam,Ranged,Single,200,Debuff Target,Accuracy Down
Gumbaal_Skelevangelist,2303,Gumbaal,Skelevangelist,Gumvangelist,First,Fist,Melee,Team,112,Debuff Target,Berserk
Gumbaal_Smogmagog,2307,Gumbaal,Smogmagog,Gummagog,Second,Meteor,Ranged,Team,112,Debuff Target,Berserk
Gumbaal_Snoopin,2214,Gumbaal,Snoopin,Gumpin,Second,Spikes,Ranged,Single,200,Buff Self,Multitarget
Gumbaal_Southpaw,2250,Gumbaal,Southpaw,Gumpaw,First,Bomb,Ranged,Team,112,Debuff Target,Accuracy Down
Gumbaal_Sparktan,2318,Gumbaal,Sparktan,Gumtan,Second,Beam,Ranged,Single,200,Buff Self,Speed Up
Gumbaal_Spirouette,2297,Gumbaal,Spirouette,Gumette,First,Sword,Melee,Single,200,Buff Self,Evasion Up
Gumbaal_Spitzfyre,2315,Gumbaal,Spitzfyre,Gumfyre,First,Beam,Ranged,Single,200,Debuff Target,Sleep
Gumbaal_Spooki-onna,2325,Gumbaal,Spooki-onna,Gum-onna,Second,Shards,Ranged,Team,150,Buff Self,Cottoned On
Gumbaal_Springheel,2211,Gumbaal,Springheel,Gumheel,First,Wheel,Melee,Team,150,Buff Self,Melee Defence Up
Gumbaal_Squirey,2244,Gumbaal,Squirey,Gumrey,Second,Smash,Melee,Team,150,Buff Self,Healing Steam
Gumbaal_Stardigrade,2288,Gumbaal,Stardigrade,Gumgrade,First,Blast,Melee,Single,200,Buff Self,Healing Leaf
Gumbaal_Terracooka,2286,Gumbaal,Terracooka,Gumcooka,First,Arrow,Ranged,Single,200,Buff Self,Speed Up
Gumbaal_Thwackalope,2261,Gumbaal,Thwackalope,Gumlope,First,Blast,Melee,Single,200,Debuff Target,Resonance
Gumbaal_Tokusect,2243,Gumbaal,Tokusect,Gumsect,First,Shards,Ranged,Team,150,Buff Self,Parry Stance
Gumbaal_Traffikrab,2221,Gumbaal,Traffikrab,Gumkrab,Second,Axe,Melee,Single,200,Buff Self,Evasion Up
Gumbaal_Trapwurm,2334,Gumbaal,Trapwurm,Gumwurm,Second,Blast,Melee,Single,200,Debuff Target,Melee Attack Down
Gumbaal_Triphinx,2264,Gumbaal,Triphinx,Gumphinx,Second,Beam,Ranged,Single,200,Debuff Target,AP Drain
Gumbaal_Twirligig,2294,Gumbaal,Twirligig,Gumgig,First,Bomb,Ranged,Team,112,Debuff Target,Shrapnel
Gumbaal_Umbrahella,-1,Gumbaal,Umbrahella,Gumhella,Second,Blast,Melee,Single,200,Debuff Target,Glass Bonds
Gumbaal_Undyin,2324,Gumbaal,Undyin,Gumdyin,First,Arrow,Ranged,Single,200,Debuff Target,Glass Bonds
Gumbaal_Velocirifle,2252,Gumbaal,Velocirifle,Gumrifle,Second,Spikes,Ranged,Single,200,Debuff Target,Melee Attack Down
Gumbaal_Vendemon,2227,Gumbaal,Vendemon,Gumdemon,First,Meteor,Ranged,Team,150,Buff Self,Ranged Defence Up
Gumbaal_Weevilite,2222,Gumbaal,Weevilite,Gumlite,Second,Blast,Melee,Single,200,Buff Self,Contact Dmg
Gumbaal_Wingloom,2241,Gumbaal,Wingloom,Gumgloom,Second,Axe,Melee,Single,200,Debuff Target,Evasion Down
Gumbaal_Wooltergeist,2230,Gumbaal,Wooltergeist,Gumtergeist,Second,Shards,Ranged,Team,150,Buff Self,Melee Attack Up
Gumbaal_Wyrmaw,2335,Gumbaal,Wyrmaw,Gummaw,First,Fist,Melee,Team,150,Buff Self,Locked On
Gumbaal_Zeustrike,2319,Gumbaal,Zeustrike,Gumstrike,Second,Fist,Melee,Team,150,Buff Self,Contact Dmg
Gumbaal_Zombleat,2232,Gumbaal,Zombleat,Gumbleat,Second,Shards,Ranged,Team,112,Debuff Target,AP Drain
Gumbaal_Magikrab,2210,Gumbaal,Magikrab,Gumkrab,First,Wheel,Melee,Team,150,Buff Self,Contact Dmg
